ID,POS,#,Name,DOB,Age,NAT,HT,WT,B,T,OVR,POT,LEA,LOY,AD,GRE,WE,INT,Type,Prone,CON P,GAP P,POW P,EYE P,K P,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
57225,SP,13,Phil Moore,11/30/2010,18,USA,"6' 7""",200 lbs,Left,Right,20,20,Low,High,Low,Low,Normal,Normal,Unknown,Normal,40,30,30,20,50,30,30,50,40,20,50,-,-,-,-,-,-,-,-,-,3,NEU,84-86 Mph,Normal (3/4),Normal,70,60,20,25,25,25,50,25,25,30,25,20,20,20,Slot,Extremely Hard,Very High
57302,3B,10,Mike Moorman,09/26/2010,18,USA,"6' 4""",200 lbs,Switch,Right,20,20,Low,Low,Low,High,Normal,High,Unknown,Durable,40,35,30,50,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,40,40,60,35,50,50,60,35,20,25,Slot,Extremely Hard,Very High
48379,SP,32,Alfredo Moreno,02/02/2008,21,USA,"6' 2""",200 lbs,Left,Right,20,20,Normal,Normal,Normal,Normal,High,Normal,Unknown,Normal,25,30,20,25,35,40,30,40,50,50,50,45,-,45,-,-,-,-,-,-,5,EX FB,89-91 Mph,Normal (3/4),Normal,65,30,20,20,30,30,50,20,55,40,30,30,20,20,Slot,Easy,Very High
23385,2B,23,Juan Moreno,02/08/2006,23,USA,"6' 1""",195 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Durable,30,35,30,40,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,83-85 Mph,Normal (3/4),Normal,20,20,20,20,55,50,35,70,35,50,25,65,45,30,Slot,Very Easy,Very High
57873,RP,44,Mike Morphew,01/03/2008,21,USA,"5' 9""",170 lbs,Right,Right,20,20,Normal,Low,Low,Normal,Normal,Normal,Unknown,Normal,30,30,25,25,40,40,20,30,50,20,50,-,-,-,-,-,-,-,-,-,3,FB,90-92 Mph,Over the Top,Normal,40,35,20,20,30,30,50,30,30,30,35,20,20,25,Slot,Normal,Very High
58060,SP,21,Dave Morton,04/11/2008,21,USA,"6' 2""",180 lbs,Left,Right,20,20,Low,Low,Normal,High,Normal,Normal,Unknown,Normal,25,30,20,20,30,30,35,50,-,40,40,-,-,-,45,-,-,-,-,-,3,NEU,87-89 Mph,Normal (3/4),Normal,70,65,20,20,25,25,45,35,30,30,30,30,20,25,Slot,Easy,Very High
57404,SP,35,Eli Munoz,04/30/2011,18,USA,"6' 2""",170 lbs,Right,Right,20,20,Normal,Low,Low,Normal,Low,Normal,Unknown,Durable,30,30,20,25,30,40,20,40,-,55,-,-,-,45,45,-,-,-,-,-,3,NEU,87-89 Mph,Sidearm,Normal,75,30,20,20,20,30,45,20,25,45,35,20,30,30,Slot,Extremely Hard,Very High
57339,SP,20,Victor Munoz,11/13/2010,18,USA,"6' 1""",175 lbs,Right,Right,20,20,Normal,High,Low,Low,Normal,Normal,Unknown,Normal,30,30,20,20,35,35,25,50,50,40,-,-,-,50,-,-,-,-,-,-,3,FB,85-87 Mph,Sidearm,Normal,65,65,20,20,30,25,55,20,20,25,35,20,20,20,Slot,Extremely Hard,Very High
57916,SP,4,Jaden Murry,04/24/2007,22,USA,"5' 10""",165 lbs,Left,Left,20,20,Normal,Normal,Low,High,Low,Normal,Unknown,Normal,35,35,20,25,45,40,30,45,-,50,-,40,-,-,-,-,-,-,-,60,3,NEU,83-85 Mph,Normal (3/4),Normal,65,60,20,20,35,30,65,20,40,25,40,25,20,25,Slot,Extremely Hard,Very High
57954,SP,16,Mike Navarro,09/13/2010,18,USA,"6' 6""",195 lbs,Switch,Left,20,20,Normal,High,Low,Normal,High,High,Unknown,Normal,30,25,30,25,40,25,25,35,35,-,40,35,-,-,-,-,-,-,-,-,3,FB,84-86 Mph,Over the Top,Normal,80,55,20,20,20,35,60,20,30,35,30,25,20,20,Slot,Extremely Hard,Very High
26917,SP,79,Ruben Navia,09/05/2007,21,USA,"6' 1""",190 lbs,Right,Right,20,20,High,Normal,Normal,High,High,Normal,Unknown,Normal,35,40,30,25,40,35,40,40,45,45,-,50,-,45,-,-,-,-,45,-,5,EX FB,87-89 Mph,Sidearm,Normal,65,30,20,20,30,30,50,25,25,30,35,25,20,20,Slot,Normal,Very High
58000,SP,21,Bobby Nektalov,12/30/2007,21,USA,"6' 8""",200 lbs,Left,Left,20,20,Normal,Low,Low,Normal,Normal,Normal,Unknown,Durable,35,30,20,25,45,40,20,45,50,60,55,-,-,-,-,-,-,-,-,-,3,FB,89-91 Mph,Normal (3/4),Normal,65,50,20,25,30,40,55,20,40,50,40,25,25,25,Slot,Easy,Very High
58694,CF,37,Jim Nelson,05/01/2007,22,USA,"6' 1""",180 lbs,Left,Left,20,20,Normal,Normal,Normal,Low,Normal,High,Unknown,Durable,35,40,40,50,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,40,35,55,20,60,55,60,70,65,55,Slot,Easy,Very High
57931,SS,9,Dan Nichol,05/03/2008,21,USA,"6' 2""",175 lbs,Right,Right,20,20,Normal,High,Low,Normal,Low,Normal,Unknown,Normal,40,45,30,55,55,30,25,30,-,-,-,55,-,-,45,-,-,-,-,-,2,NEU,89-91 Mph,Sidearm,Normal,40,55,20,20,45,55,50,55,60,55,50,70,55,45,Slot,Extremely Hard,Very High
57395,SP,8,Billy Nixon,02/13/2011,18,USA,"6' 2""",170 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,30,30,25,20,45,40,20,45,50,-,55,55,-,-,-,40,-,-,-,-,4,NEU,88-90 Mph,Over the Top,Normal,60,60,20,20,20,30,35,25,20,25,35,25,30,30,Slot,Extremely Hard,Very High
51343,SP,17,Jimmy Norell,02/16/2007,22,USA,"6' 3""",200 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,35,40,20,25,40,40,40,40,55,30,-,65,-,-,-,-,-,-,-,-,3,FB,89-91 Mph,Normal (3/4),Normal,65,50,20,20,40,35,50,25,55,30,30,30,35,35,Slot,Normal,Very High
57991,CF,3,Jerry Northrup,12/27/2007,21,USA,"6' 0""",195 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Durable,40,40,25,35,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Sidearm,Normal,20,20,20,20,35,35,60,30,55,65,65,55,60,45,Slot,Easy,Very High
57346,3B,37,Marc Nyquist,09/27/2010,18,USA,"6' 5""",200 lbs,Switch,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,40,50,30,30,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Sidearm,Normal,20,20,20,20,35,40,55,30,45,35,55,50,50,50,Slot,Extremely Hard,Very High
57379,3B,10,Jose Ochoa,08/16/2011,17,USA,"6' 3""",190 lbs,Right,Right,20,20,Normal,Normal,Low,High,Low,Normal,Unknown,Durable,35,40,45,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,20,20,45,40,60,35,40,40,55,50,50,35,Slot,Hard,Very High
58028,SP,24,Mike Olson,06/21/2011,17,USA,"6' 4""",180 lbs,Switch,Right,20,20,Normal,Normal,Normal,Normal,Normal,Low,Unknown,Fragile,25,30,30,20,30,35,40,45,-,30,-,55,-,-,50,-,-,-,-,-,3,NEU,89-91 Mph,Normal (3/4),Normal,50,55,20,20,25,20,55,40,45,40,30,30,20,25,Slot,Extremely Hard,Very High
57924,SP,4,Toby Orozco,09/25/2010,18,USA,"6' 2""",175 lbs,Right,Right,20,20,Normal,Normal,Low,High,Normal,Low,Unknown,Durable,35,25,25,20,45,35,25,50,45,-,-,-,-,50,45,-,-,-,-,-,3,NEU,88-90 Mph,Over the Top,Normal,70,45,20,20,30,30,45,30,30,45,30,20,20,25,Slot,Extremely Hard,Very High
58746,SP,20,Jerry Ortega,11/17/2007,21,USA,"6' 4""",200 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,High,Normal,Unknown,Normal,35,30,20,25,45,30,20,40,-,40,35,-,-,-,35,40,-,-,-,-,4,NEU,89-91 Mph,Over the Top,Normal,65,45,20,20,25,35,50,35,35,25,40,35,30,20,Slot,Easy,Very High
58007,1B,9,Chad Ortiz,10/14/2007,21,USA,"6' 3""",200 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,35,40,50,35,35,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,20,35,40,25,40,20,30,60,60,55,Slot,Normal,Very High
57985,RP,9,Jorge Ortiz,02/22/2007,22,USA,"6' 0""",180 lbs,Right,Right,20,20,High,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,25,30,20,20,30,35,20,35,40,45,40,-,-,-,40,-,-,-,-,-,4,FB,87-89 Mph,Normal (3/4),Normal,50,75,20,20,45,25,50,25,40,35,35,25,20,20,Slot,Easy,Very High
58002,1B,22,Totaro Ota,07/23/2007,21,JPN,"6' 2""",210 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,40,35,30,35,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,35,40,30,20,30,30,35,30,30,30,Slot,Easy,Very High
57373,SP,4,Gabe Owens,07/19/2011,17,USA,"6' 4""",180 lbs,Right,Right,20,20,Low,Normal,Normal,High,Normal,Normal,Unknown,Durable,30,40,20,30,40,50,65,35,55,30,-,-,65,-,-,-,-,-,-,-,3,GB,92-94 Mph,Over the Top,GB'er,50,45,20,20,20,35,45,20,20,40,30,25,25,35,Slot,Extremely Hard,Very High
58067,SP,12,Arturo Padilla,09/13/2010,18,USA,"6' 6""",200 lbs,Right,Left,20,20,Low,Normal,High,Normal,Normal,Normal,Unknown,Durable,30,30,20,20,40,45,25,45,55,-,60,60,-,-,-,-,-,-,-,-,3,NEU,89-91 Mph,Normal (3/4),Normal,50,75,20,25,35,20,50,20,40,25,35,20,20,25,Slot,Extremely Hard,Very High
57232,3B,1,Davin Palmer,03/27/2011,18,USA,"6' 4""",190 lbs,Switch,Right,20,20,Low,Low,Low,High,Normal,Normal,Unknown,Normal,35,30,40,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,35,30,60,30,30,50,60,35,35,20,Impossible,Impossible,Very High
58066,C,15,Dusty Parenti,11/19/2007,21,USA,"5' 11""",200 lbs,Right,Right,20,20,Low,Low,Low,High,Normal,Normal,Unknown,Normal,35,35,30,50,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Sidearm,Normal,20,20,60,45,30,45,40,25,30,45,40,25,30,20,Slot,Easy,Very High
57805,C,32,Josh Parham,07/30/2010,18,USA,"6' 4""",205 lbs,Left,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Durable,35,35,35,40,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,45,40,35,25,35,35,25,20,40,55,35,30,Slot,Extremely Hard,Very High
51772,SP,18,Andy Parker,04/08/2007,22,USA,"6' 0""",185 lbs,Right,Right,20,20,Normal,High,Low,Normal,High,Normal,Unknown,Normal,25,25,20,25,35,35,40,35,45,40,-,50,-,-,45,-,-,-,-,-,4,EX FB,90-92 Mph,Normal (3/4),Normal,75,40,20,20,35,30,75,30,30,40,40,30,20,30,Slot,Very Easy,Very High
57386,2B,36,Gabe Parker,05/18/2011,18,USA,"6' 2""",180 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Low,Unknown,Normal,45,35,30,45,80,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,55,40,35,45,55,40,30,25,45,30,Slot,Extremely Hard,Very High
57085,C,42,Danny Parks,01/09/2011,18,USA,"6' 1""",190 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Durable,35,45,30,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Sidearm,Normal,20,20,40,45,30,25,30,20,20,40,30,25,30,20,Slot,Hard,Very High
51628,SP,99,Jerry Parrish,10/03/2009,19,USA,"6' 1""",185 lbs,Right,Right,20,20,Low,Low,Normal,High,Low,Low,Unknown,Normal,30,30,20,25,45,40,40,35,35,65,50,45,-,-,-,-,-,-,-,-,4,EX FB,87-89 Mph,Normal (3/4),Normal,65,50,25,20,30,35,55,25,35,30,30,30,20,25,Slot,Normal,Very High
40588,SP,8,Jim Patterson,04/13/2007,22,USA,"6' 8""",200 lbs,Right,Right,20,20,Normal,Normal,Low,Low,High,Normal,Unknown,Normal,35,30,20,25,45,35,50,50,45,60,-,-,-,-,45,-,-,-,-,-,3,NEU,86-88 Mph,Normal (3/4),Normal,50,75,20,20,25,25,40,25,40,30,40,20,20,35,$410k,Normal,Very High
57068,SP,3,Jimmy Patterson,11/25/2010,18,USA,"6' 3""",175 lbs,Right,Left,20,20,Normal,Normal,Low,High,Low,Normal,Unknown,Fragile,40,30,20,25,55,30,25,45,40,25,50,-,-,-,-,-,-,-,-,-,3,NEU,85-87 Mph,Normal (3/4),Normal,70,60,20,20,25,25,50,20,30,30,30,30,20,25,Slot,Hard,Very High
58764,LF,18,Omar Patterson,03/23/2007,22,USA,"6' 2""",195 lbs,Left,Left,20,20,Normal,Normal,Normal,High,Normal,Normal,Unknown,Normal,45,45,40,45,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,40,35,45,20,45,60,45,65,50,50,Slot,Normal,Very High
57824,SP,59,Andy Paulson,06/01/2007,21,USA,"6' 6""",210 lbs,Switch,Right,20,20,Normal,Normal,Low,Normal,Low,Low,Unknown,Durable,30,30,30,25,40,45,25,50,-,60,50,-,-,-,55,50,-,-,-,-,4,NEU,90-92 Mph,Normal (3/4),Normal,80,55,20,25,30,35,40,30,25,30,40,30,20,20,Slot,Hard,Very High
795,RP,4,Jim Payne,08/23/2006,22,USA,"6' 5""",215 lbs,Left,Left,20,20,Low,Normal,Normal,Low,Low,Normal,Unknown,Normal,25,30,20,35,30,40,35,35,50,-,-,-,45,-,50,-,-,-,-,-,3,FB,91-93 Mph,Normal (3/4),Normal,30,65,25,20,30,40,50,20,25,35,45,30,20,20,Slot,Very Easy,Very High
57903,C,14,Bob Peddle,05/16/2007,22,CAN,"5' 9""",175 lbs,Switch,Right,20,20,Normal,Normal,Normal,Normal,Normal,Low,Unknown,Normal,35,35,40,35,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,55,45,30,40,40,20,30,45,40,25,35,35,Slot,Hard,Very High
37,SP,13,Sebastien Peoples,11/22/2008,20,USA,"6' 2""",190 lbs,Left,Left,20,20,Normal,High,Low,Low,High,Normal,Unknown,Normal,45,30,20,25,50,40,35,40,40,45,50,40,-,45,-,-,45,-,-,-,6,EX FB,86-88 Mph,Over the Top,Normal,55,55,20,20,30,25,50,20,30,30,30,25,35,30,Slot,Easy,Very High
58097,LF,13,Josh Peplinski,07/24/2008,20,USA,"6' 6""",215 lbs,Right,Right,20,20,Normal,Normal,Normal,Low,Normal,High,Unknown,Durable,35,50,45,50,40,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,30,25,40,25,40,40,50,25,30,25,Slot,Easy,Very High
40582,CF,30,Bobby Peralta,05/09/2007,22,USA,"6' 0""",175 lbs,Right,Right,20,20,Normal,Normal,High,Normal,Normal,Normal,Unknown,Normal,50,55,35,25,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,35,35,35,35,45,40,50,55,50,35,Slot,Normal,Very High
1710,CF,17,Jose Perez,09/11/2007,21,USA,"6' 4""",200 lbs,Left,Right,20,20,Low,Normal,Normal,Normal,Low,Normal,Unknown,Durable,45,40,40,35,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,25,20,50,35,60,40,50,60,75,50,60,45,Slot,Normal,Very High
58681,SP,25,Édouard Peron,08/08/2010,18,CAN,"5' 9""",165 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,30,30,25,25,40,40,25,35,50,50,30,60,-,-,-,-,-,-,-,-,4,NEU,88-90 Mph,Normal (3/4),Normal,40,65,20,25,35,30,45,40,20,30,25,30,20,20,Slot,Extremely Hard,Very High
57175,SP,46,Dave Peters,08/07/2010,18,USA,"6' 2""",180 lbs,Left,Left,20,20,High,Normal,Low,Normal,Normal,Low,Unknown,Normal,35,30,25,25,45,30,30,45,40,50,50,-,-,-,-,-,-,-,-,-,3,NEU,85-87 Mph,Normal (3/4),Normal,60,80,20,20,25,30,55,20,20,20,45,30,25,30,Slot,Normal,Very High
51893,SP,24,Pat Peyrot,08/08/2007,21,USA,"6' 2""",195 lbs,Right,Right,20,20,Normal,Low,Low,Low,Low,Low,Unknown,Normal,25,30,20,25,30,40,30,40,50,55,45,50,-,-,45,-,-,-,-,-,5,EX FB,90-92 Mph,Over the Top,Normal,55,50,20,20,30,25,45,30,30,30,35,30,20,20,Slot,Normal,Very High
57236,RF,11,Stephen Pezos,08/17/2010,18,USA,"6' 4""",195 lbs,Left,Left,20,20,Low,Normal,Low,Normal,Low,Normal,Unknown,Normal,45,40,25,40,60,35,20,35,50,25,-,65,-,-,-,-,-,-,-,-,3,FB,85-87 Mph,Normal (3/4),Normal,60,70,20,20,25,30,55,25,35,55,50,20,35,40,Slot,Extremely Hard,Very High
57248,SP,22,J.J. Phillips,05/15/2010,19,USA,"6' 2""",180 lbs,Right,Right,20,20,Normal,Normal,High,Normal,Normal,Normal,Unknown,Normal,40,30,25,30,55,50,20,50,50,-,-,-,-,-,-,-,70,-,65,-,3,NEU,87-89 Mph,Normal (3/4),Normal,60,50,20,20,35,30,45,20,25,30,25,25,25,20,Slot,Extremely Hard,Very High
57334,SP,17,Jaime Phillips,11/02/2010,18,USA,"6' 6""",200 lbs,Right,Right,20,20,Low,Normal,Normal,Low,Normal,Normal,Unknown,Normal,40,30,20,25,50,30,25,45,45,30,-,-,-,50,-,-,-,-,-,-,3,FB,83-85 Mph,Over the Top,Normal,70,40,20,20,20,30,45,35,35,25,30,20,20,20,Slot,Extremely Hard,Very High
57179,SP,44,Jeremiah Phillips,07/11/2010,18,USA,"6' 4""",180 lbs,Right,Right,20,20,Low,Low,Normal,Normal,Low,Normal,Unknown,Normal,25,30,25,25,30,25,25,30,35,25,-,-,-,40,-,-,-,-,-,-,3,NEU,85-87 Mph,Over the Top,Normal,60,40,20,25,35,20,50,25,25,30,20,25,30,30,Slot,Normal,Very High
57353,SP,1,Josh Phillips,09/15/2010,18,USA,"6' 3""",180 lbs,Switch,Right,20,20,Normal,High,Low,Low,Normal,Normal,Unknown,Normal,35,30,30,20,45,25,30,45,40,30,55,-,-,-,-,-,-,-,-,-,3,FB,83-85 Mph,Normal (3/4),Normal,55,55,20,25,30,30,45,20,20,20,35,20,20,20,Slot,Extremely Hard,Very High
57065,SP,5,Kory Phillips,03/15/2011,18,USA,"6' 3""",175 lbs,Switch,Right,20,20,Normal,Low,Low,Normal,Low,Normal,Unknown,Normal,35,30,20,20,55,35,25,25,45,25,60,-,-,-,-,-,-,-,-,-,3,NEU,85-87 Mph,Normal (3/4),Normal,65,40,20,20,20,30,35,25,20,25,30,25,20,20,Slot,Extremely Hard,Very High
57110,C,79,Randy Phillips,05/27/2011,18,USA,"6' 6""",200 lbs,Right,Right,20,20,Normal,Normal,Low,Low,Normal,Normal,Unknown,Normal,35,40,35,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,35,35,20,30,35,25,20,35,35,35,30,20,Slot,Extremely Hard,Very High
58698,C,6,Jim Pierce,05/27/2007,22,USA,"6' 2""",210 lbs,Right,Right,20,20,Low,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,35,50,30,50,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,55,55,30,35,50,30,25,40,45,30,45,40,Slot,Easy,Very High
57208,LF,4,Andy Pietrzak,09/03/2010,18,USA,"6' 4""",200 lbs,Right,Right,20,20,High,Low,Normal,Normal,Normal,Normal,Unknown,Durable,40,35,45,60,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,30,30,60,25,30,40,65,25,40,50,Slot,Hard,Very High
57895,SP,30,Mario Pineiro,08/29/2008,20,USA,"6' 8""",205 lbs,Left,Right,20,20,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Normal,20,30,20,20,25,35,25,35,45,30,-,45,-,-,-,40,-,-,-,-,4,FB,86-88 Mph,Normal (3/4),Normal,65,50,25,20,35,45,45,25,30,25,30,25,20,20,Slot,Hard,Very High
57795,SP,10,Billy Pisano,02/28/2011,18,USA,"6' 1""",165 lbs,Switch,Right,20,20,Normal,Low,Normal,High,Normal,Normal,Unknown,Normal,25,30,20,25,30,40,40,30,-,20,-,-,50,-,55,-,-,-,-,-,3,NEU,86-88 Mph,Normal (3/4),Normal,65,25,20,20,25,25,55,25,30,25,35,35,20,20,Slot,Extremely Hard,Very High
21287,SP,41,Mitch Place,06/14/2011,17,USA,"6' 4""",185 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,25,35,25,20,35,45,20,45,55,-,65,60,-,-,-,-,-,-,-,-,3,FB,91-93 Mph,Normal (3/4),Normal,50,45,20,20,40,20,70,25,25,30,40,25,20,20,Slot,Normal,Very High
58032,CF,5,D.J. Polanco,10/02/2011,17,USA,"6' 2""",185 lbs,Right,Right,20,20,High,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,45,35,35,45,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Sidearm,Normal,20,20,20,20,35,30,35,35,50,45,45,40,30,25,Slot,Extremely Hard,Very High
57785,2B,25,Chris Pollok,02/28/2008,21,USA,"6' 2""",190 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,45,40,20,50,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,35,40,65,55,50,50,60,60,45,30,Slot,Hard,Very High
58094,SP,24,Kevin Poole,08/02/2007,21,USA,"6' 2""",190 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Low,Unknown,Normal,25,25,25,25,25,35,25,40,45,35,-,50,-,-,-,45,-,-,-,-,4,FB,91-93 Mph,Normal (3/4),Normal,65,30,20,25,35,35,75,30,35,55,35,20,25,20,Slot,Normal,Very High
57273,CF,2,Zach Popham,11/12/2011,17,USA,"6' 2""",180 lbs,Switch,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Durable,35,30,30,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Over the Top,Normal,20,20,20,20,30,35,50,35,35,35,55,40,45,50,Slot,Hard,Very High
57966,C,10,Chris Porras,11/15/2007,21,USA,"6' 0""",195 lbs,Switch,Right,20,20,Normal,Normal,Low,High,Normal,Normal,Unknown,Durable,35,40,30,35,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,55,50,30,35,40,20,35,55,40,20,25,20,Slot,Hard,Very High
59653,SP,80,Juan Portillo,12/04/2009,19,USA,"6' 3""",190 lbs,Right,Right,20,20,Normal,Normal,Low,Low,Normal,Normal,Unknown,Normal,40,40,20,20,45,40,35,35,50,40,-,-,50,-,50,-,-,-,-,-,4,FB,87-89 Mph,Over the Top,Normal,70,35,20,25,35,30,65,30,55,30,45,20,20,25,Slot,Very Easy,Very High
57215,SP,13,Kinnon Potter,10/21/2010,18,CAN,"6' 2""",170 lbs,Switch,Right,20,20,Normal,High,High,Normal,High,Normal,Unknown,Normal,25,30,20,20,30,30,25,40,-,20,-,55,-,-,45,-,-,-,-,-,3,NEU,86-88 Mph,Over the Top,Normal,65,60,20,20,20,35,40,25,40,20,35,25,25,20,Slot,Extremely Hard,Very High
58770,SP,33,Josh Powers,06/03/2007,21,USA,"6' 0""",180 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,20,25,20,25,25,35,25,45,45,30,-,50,-,-,-,40,-,-,-,-,4,NEU,89-91 Mph,Normal (3/4),Normal,65,55,20,20,30,30,45,20,50,30,40,20,25,20,Slot,Easy,Very High
58046,SP,12,Ken Powers,09/23/2007,21,USA,"6' 4""",200 lbs,Right,Right,20,20,Normal,High,Low,Low,Normal,Low,Unknown,Durable,30,30,25,25,35,40,25,45,55,30,-,-,-,50,-,45,-,-,-,-,4,NEU,92-94 Mph,Over the Top,Normal,65,50,20,20,30,25,45,30,30,35,45,25,25,20,Slot,Normal,Very High
57240,RP,1,Shawn Prescott,11/29/2011,17,USA,"6' 5""",185 lbs,Left,Right,20,20,Normal,Low,Normal,Normal,Normal,Normal,Unknown,Normal,25,30,30,25,25,35,40,35,50,30,-,60,-,-,-,-,-,-,-,-,3,NEU,83-85 Mph,Normal (3/4),Normal,45,45,20,20,20,35,60,25,35,25,25,45,30,30,Slot,Extremely Hard,Very High
57290,CF,21,Tyrone Price,09/08/2010,18,USA,"6' 2""",190 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Durable,45,45,30,50,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,25,20,25,40,50,45,20,45,55,55,50,40,55,Slot,Extremely Hard,Very High
58697,1B,23,Vince Price,09/21/2010,18,USA,"6' 2""",200 lbs,Right,Right,20,20,Low,Low,Normal,High,Normal,Normal,Unknown,Normal,40,40,40,30,55,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,30,35,35,25,30,35,30,25,20,20,Slot,Extremely Hard,Very High
57322,3B,19,Joe Pritchard,08/21/2010,18,USA,"5' 11""",170 lbs,Right,Right,20,20,Low,Low,High,High,Low,Normal,Unknown,Normal,40,55,25,45,60,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,50,35,65,30,20,40,65,35,25,25,Slot,Extremely Hard,Very High
57949,SP,16,Sam Pruitt,12/11/2010,18,USA,"6' 4""",190 lbs,Left,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Durable,40,30,20,20,60,30,30,35,40,30,-,-,-,-,-,-,-,-,55,-,3,NEU,83-85 Mph,Normal (3/4),Normal,55,35,20,20,25,35,50,30,25,35,25,20,20,20,Slot,Extremely Hard,Very High
